time,power_w,T_cpu_measured,T_cpu_real,T_cpu_estimated,T_rad_measured,T_rad_real,estimated_C,estimated_eps,residual
125,25.0,27.786042573492214,27.561017718076414,26.70748373527732,8.527812727277105,8.342257179897842,261.95779198063536,0.1,1.0785588382148923
130,25.0,27.51393490795826,27.633883960090486,26.84106041039871,7.348472722597396,8.206147024415031,260.92849265152626,0.1,0.6728744975595475
135,25.0,27.729525525646373,27.697891187668176,26.969903837986237,8.945094046785789,8.075411118001114,259.8027660766424,0.1,0.759621687660136
140,25.0,27.220183412332744,27.75356970884974,27.094435414233942,7.8245325962088454,7.949566566123849,259.62179392015196,0.1,0.12574799809880233
145,25.0,27.85337551614438,27.801420359956126,27.214551113552716,7.68468646424033,7.828186288488325,258.73404776248293,0.1,0.6388244025916627
150,25.0,27.793748935309353,27.841915887759853,27.33089116730133,8.31250878375477,7.7108914414115475,258.1086733720012,0.1,0.46285776800802125
155,25.0,27.62973195089871,27.875502309202773,27.443604465557996,7.5148373648454685,7.5973449591382405,257.86435124203257,0.1,0.18612748534071244
160,25.0,27.98259280523247,27.902600240567722,27.55277446414709,7.7278725952281855,7.487246042501965,257.31716599857793,0.1,0.42981834108537953
165,25.0,27.751272886946378,27.9236061899706,27.65875344658309,6.779560671476759,7.380325450104806,257.2025422907656,0.1,0.09251944036328652
170,25.0,27.72472906353889,27.938893808655507,27.76156579163967,6.979186815493996,7.276341469739123,257.2468510855414,0.10221691950628915,-0.036836728100777094
175,25.0,28.119515493636158,27.94881509789417,27.86134008274462,8.219434420344388,7.1750764667822295,256.94543507485554,0.1,0.25817541089153906
180,25.0,28.06192777692291,27.95370156936974,27.95837867572118,7.137853508899146,7.076333922315484,256.82768186392195,0.1,0.10354910120173244
185,25.0,27.930170137741026,27.95386535779909,28.052762880541422,7.106449027285998,6.979935887230056,256.9633822872383,0.1073850545681166,-0.12259274280039634
190,25.0,27.8524657342418,27.94960028525287,28.144542176178163,7.1307095583968625,6.885720789975892,257.2776945132691,0.1249852621388493,-0.29207644193636284
195,25.0,27.364784232132852,27.941182877195786,28.233779351191288,7.457132197233403,6.793541545221672,258.1861023867829,0.17736546878276327,-0.868995119058436
200,25.0,28.340669037590725,27.928873330717124,28.320369551950478,6.338847817824302,6.703263918807693,258.1655782191978,0.1761415300952273,0.02029948564024764
205,25.0,27.236087665997022,27.912916435772274,28.40466807564394,6.996692465707828,6.614765111216968,259.31623629474313,0.24661970560538254,-1.1685804096469177
210,25.0,27.429696654017373,27.893542450524706,28.486321520119304,6.3316162464155825,6.5279325275718065,260.3198099749806,0.31036299317291755,-1.0566248661019308
215,25.0,27.65751580649561,27.870967932082692,28.5653570615371,5.75260081203874,6.4426627070440645,261.15142541617644,0.36514492285692496,-0.9078412550414896
220,25.0,27.35895892595515,27.84539652407517,28.641744614792515,6.679458922361655,6.358860388689152,262.2838040352749,0.44257174905714824,-1.2827856888373645
225,25.0,28.642720855955453,27.81701970261463,28.71527603707591,5.967233742521033,6.276437694199615,262.3452061150529,0.4469521270125176,-0.07255518112045678
230,25.0,28.249145286715493,27.78601748226572,28.78608804982946,5.661005535982637,6.1953134110166275,262.78280562153606,0.479376606492777,-0.5369427631139665
235,25.0,28.467773457289404,27.75255908367666,28.85393223736878,5.391571793736014,6.115412361728545,263.0838941522945,0.5027009005031685,-0.3861587800793771
240,25.0,27.91332197903664,27.716803564547092,28.91871833592171,6.5063237976172,6.036664847790803,263.8317719246804,0.5634406582919442,-1.005396356885072
245,25.0,27.08986376668762,27.6789004156023,28.98022570732553,6.297635630599252,5.959006157382873,265.16326592259,0.6776677542506381,-1.8903619406379093
250,25.0,27.83974266958897,27.638990123226336,29.038194641313453,6.132230262131361,5.882376128725809,265.95500135802325,0.7500993617905869,-1.1984519717244844
255,25.0,27.792870032401684,27.597204700376267,29.092556184543184,6.02891236537515,5.806718761461241,266.7579314241254,0.8286634547627669,-1.2996861521415006
260,25.0,28.569861197671102,27.553668187362007,29.143086806545796,6.0436352219171345,5.731981869773733,267.08617112091326,0.8633198825114254,-0.5732256088746936
265,25.0,27.923597869047278,27.508497124028793,29.18964338169195,5.244641034660073,5.658116771856044,267.75339877400546,0.9398750322710219,-1.2660455126446735
270,25.0,28.13120688388328,27.461800994830924,29.231957269701013,5.247775612680188,5.585078011094254,268.27940715043223,0.98,-1.100750385817733
275,25.0,27.713245508073502,27.413682648230463,29.269851702168864,5.996108091091498,5.512823105009659,268.9443389752905,0.98,-1.5566061940953624
280,25.0,27.337574788416422,27.364238691797482,29.303145369233675,5.135955022830914,5.441312318555333,269.6802850168905,0.98,-1.9655705808172534
285,25.0,27.004348626624953,27.313559864333172,29.33174129955995,5.4027614638482815,5.370508458840391,270.42677478427845,0.98,-2.327392672934998
290,25.0,27.50125221638543,27.26173138627695,29.35561483041863,5.784100083358402,5.3003766887620145,270.9219912422186,0.98,-1.8543626140331995
